Date,Open,High,Low,Close,Adj Close,Volume
1995-01-01,470.140015,481.220001,470.140015,481.220001,481.205719,0
1995-01-08,477.040009,477.040009,441.869995,441.869995,441.856873,0
1995-01-15,447.299988,451.790009,446.079987,446.079987,446.066742,0
1995-01-22,436.160004,437.149994,432.959991,437.149994,437.137024,0
1995-01-29,437.260010,445.380005,433.829987,445.380005,445.366760,0
1995-02-05,453.140015,457.329987,450.829987,453.309998,453.296539,0
1995-02-12,455.700012,456.450012,453.140015,453.140015,453.126556,0
1995-02-19,454.029999,455.829987,454.029999,454.690002,454.676483,0
1995-02-26,452.570007,453.579987,452.570007,452.880005,452.866547,0
1995-03-05,447.220001,447.220001,432.730011,432.730011,432.717163,0
1995-03-12,429.940002,429.940002,425.220001,426.670013,426.657349,0
1995-03-19,426.940002,427.190002,422.130005,422.130005,422.117462,0
1995-03-26,423.589996,428.920013,423.589996,428.640015,428.627289,0
1995-04-02,424.489990,430.850006,424.489990,428.989990,428.977234,0
1995-04-09,426.119995,426.119995,419.450012,419.450012,419.437561,0
1995-04-16,417.839996,419.519989,414.209991,419.519989,419.507538,0
1995-04-23,420.190002,421.779999,416.450012,416.450012,416.437653,0
1995-04-30,415.320007,427.010010,415.320007,427.010010,426.997314,0
1995-05-07,428.529999,461.529999,428.529999,461.529999,461.516296,785200
1995-05-14,463.500000,464.600006,457.839996,458.709991,458.696381,0
1995-05-21,461.390015,474.829987,461.390015,473.690002,473.675934,0
1995-05-28,472.760010,493.149994,472.760010,493.149994,493.135345,592400
1995-06-04,497.260010,499.160004,488.989990,491.750000,491.735413,1402400
1995-06-11,491.589996,491.679993,484.299988,486.040009,486.025574,1197500
1995-06-18,486.739990,492.209991,483.250000,491.660004,491.645416,1820100
1995-06-25,491.730011,492.279999,487.910004,492.279999,492.265381,2374600
1995-07-02,492.339996,509.140015,488.470001,509.140015,509.124908,1757800
1995-07-09,509.269989,512.820007,506.140015,508.260010,508.244934,2316200
1995-07-16,510.779999,512.559998,502.230011,510.929993,510.914825,4313700
1995-07-23,511.049988,512.679993,502.390015,512.510010,512.494812,1369800
1995-07-30,512.510010,515.580017,507.359985,510.130005,510.114868,2863200
1995-08-06,514.130005,519.400024,513.000000,519.179993,519.164551,1682200
