,Date,Open,High,Low,Close,Volume,macd,macdsignal,macdhist
109,6/20/2000,490.916992,492.733002,484.01001,490.121002,6012100,-26.96941858,-29.70107728,2.7316587
110,6/21/2000,490.026001,494.492004,484.669006,494.492004,3963100,-25.60653279,-29.27007259,3.6635398
111,6/22/2000,494.320007,504.40799,492.522003,501.80899,5716100,-24.01344421,-28.71674329,4.703299079
112,6/23/2000,501.97699,503.144989,495.165009,503.144989,3984100,-22.47415166,-28.05962838,5.58547672
113,6/26/2000,503.345001,514.825989,503.345001,507.505005,6344300,-20.85932324,-27.30170152,6.442378287
114,6/27/2000,507.868988,512.320984,499.463989,502.050995,3211300,-19.59728061,-26.49070985,6.893429235
115,6/28/2000,502.114014,510.118011,501.201996,510.118011,5009100,-18.07990853,-25.60536234,7.525453814
116,6/29/2000,510.240997,513.268005,508.692993,512.596985,5279500,-16.5772522,-24.65503496,8.077782759
117,6/30/2000,512.174988,515.109985,507.567993,515.109985,2464400,-15.09072172,-23.64826514,8.557543422
118,7/3/2000,514.65802,514.65802,496.45401,503.855988,4226100,-14.20480527,-22.65421674,8.44941147
119,7/4/2000,503.471985,509.384003,493.703003,509.264008,3631300,-13.14907067,-21.65367504,8.504604378
120,7/5/2000,508.429993,516.495972,505.588013,512.466003,6624500,-12.03942184,-20.64164839,8.602226547
121,7/6/2000,512.405029,516.633972,511.658997,513.43103,3986700,-10.97993712,-19.62462615,8.644689037
122,7/7/2000,513.43103,513.892029,505.144012,508.108002,3661200,-10.23381955,-18.63612019,8.40230064
123,7/10/2000,508.352997,511.138,505.308014,508.467987,4146600,-9.527185338,-17.67728495,8.150099609
124,7/11/2000,509.02301,512.617004,508.696991,512.617004,3524500,-8.69749807,-16.73204422,8.034546152
125,7/12/2000,512.612976,514.58197,509.945007,510.985992,7038000,-8.005666761,-15.81347817,7.807811413
126,7/13/2000,511.091003,511.834991,504.506989,505.92099,7190500,-7.583100209,-14.9471226,7.36402239
127,7/14/2000,505.947998,507.43399,502.140991,504.114014,4344500,-7.262487144,-14.1382136,6.875726459
128,7/17/2000,504.210999,508.604004,504.210999,506.802002,1923000,-6.843123823,-13.37030942,6.527185593
129,7/18/2000,506.871002,507.045013,504.626007,507.045013,1887300,-6.440939455,-12.64090205,6.199962597
130,7/19/2000,507.088013,513.778015,507.088013,513.778015,4223100,-5.780883506,-11.91879484,6.137911331
131,7/20/2000,513.822021,517.88501,509.859985,513.393005,4796800,-5.195367579,-11.21106565,6.015698073
132,7/21/2000,513.934021,514.362,508.058014,508.794006,4366500,-4.855708931,-10.54208073,5.686371802
133,7/24/2000,508.871002,512.273987,505.998993,506.940002,6697800,-4.618714059,-9.918568452,5.299854393
134,7/25/2000,506.903015,506.903015,498.980988,499.677002,3382400,-4.701927763,-9.369448379,4.667520616
135,7/26/2000,499.635986,499.635986,494.662994,496.69101,1763100,-4.887601361,-8.897675009,4.010073648
136,7/27/2000,496.513,499.178986,494.838013,499.178986,2652700,-4.932067828,-8.480242674,3.548174847
137,7/28/2000,499.377014,500.618988,497.748993,498.803986,3082500,-4.972393031,-8.110995343,3.138602313
138,7/31/2000,498.709015,498.709015,489.35199,492.192993,2240600,-5.272489256,-7.812205229,2.539715973
139,8/1/2000,492.192993,496.733002,487.924011,489.677002,2907700,-5.628578624,-7.582349797,1.953771173
140,8/2/2000,489.80899,491.237,487.20401,490.437012,4438600,-5.894705381,-7.404703016,1.509997635
141,8/3/2000,490.481995,495.632996,490.481995,491.992004,5116700,-6.046787126,-7.261764501,1.214977375
142,8/4/2000,491.970001,494.932007,491.970001,494.160004,3333500,-6.071539382,-7.136477647,1.064938265
143,8/7/2000,494.178009,494.319,489.324005,490.544006,2875600,-6.227950044,-7.040843162,0.812893118
144,8/8/2000,490.518005,491.515015,483.045013,485.079987,3498500,-6.578548511,-6.992180567,0.413632056
145,8/9/2000,485.06601,486.309998,482.19101,483.350006,4221100,-6.94218379,-6.986917749,0.044733958
146,8/10/2000,483.723999,490.923004,483.723999,488.618988,9680300,-7.020457341,-6.990448232,-0.030009109
147,8/11/2000,490.696014,505.790985,490.071014,505.790985,6696600,-6.34279788,-6.922274511,0.579476631
148,8/14/2000,506.390991,510.157013,502.166992,504.066986,7017500,-5.796592752,-6.803781694,1.007188943
149,8/15/2000,504.15799,505.052002,500.61499,501.57901,6671700,-5.400699672,-6.65608885,1.255389178
150,8/16/2000,501.561005,501.561005,495.157013,496.399994,7061900,-5.252804966,-6.508374757,1.255569791
151,8/18/2000,496.399994,496.399994,492.808014,494.187988,2971000,-5.199507325,-6.370599238,1.171091913
152,8/21/2000,494.164001,499.678986,492.75,497.394012,6648900,-5.001127321,-6.226444299,1.225316978
153,8/22/2000,497.290009,502.579987,497.290009,500.098999,6601500,-4.69608315,-6.065353652,1.369270502
154,8/23/2000,500.243988,503.395996,499.549011,503.395996,6103000,-4.272511091,-5.876633382,1.604122291
155,8/24/2000,501.540985,501.540985,480.419006,482.653015,6102900,-4.761316274,-5.759231581,0.997915307
156,8/25/2000,482.653992,486.907013,482.653992,486.907013,5159000,-4.999881804,-5.679300026,0.679418222
157,8/28/2000,486.96701,489.063995,480.70401,481.666992,6505700,-5.417450871,-5.651736957,0.234286085
158,8/29/2000,481.437012,481.437012,469.748993,470.838013,6804900,-6.228440711,-5.712442615,-0.515998096
159,8/30/2000,470.798004,470.798004,459.643005,469.061005,5611200,-7.002697138,-5.848258881,-1.154438258
160,8/31/2000,469.067993,470.328003,462.515991,466.380005,7827300,-7.780303177,-6.051631965,-1.728671212
161,9/1/2000,466.380005,474.770996,466.380005,470.415009,6303900,-8.274680872,-6.285637113,-1.98904376
162,9/4/2000,470.76001,475.781006,470.76001,475.355988,5429800,-8.4785386,-6.516468848,-1.962069752
163,9/5/2000,475.377014,478.421997,473.518005,478.421997,4418100,-8.503832529,-6.725665025,-1.778167504
164,9/6/2000,478.502014,478.945007,474.735992,475.54599,5040100,-8.622104862,-6.925290271,-1.696814591
165,9/7/2000,475.348999,475.348999,468.889008,472.598999,4086700,-8.825332426,-7.125294709,-1.700037718
166,9/8/2000,472.835999,473.106995,470.087006,470.924988,2836900,-9.049354479,-7.327827316,-1.721527163
167,9/11/2000,470.946014,470.946014,461.906006,462.537994,3316500,-9.574827772,-7.56435368,-2.010474092
168,9/12/2000,462.352997,462.352997,449.175995,451.045013,4877300,-10.4968563,-7.873038166,-2.623818133
169,9/13/2000,449.725006,449.725006,441.645996,442.091003,3783200,-11.6598575,-8.271650728,-3.388206776
170,9/18/2000,440.916992,440.916992,408.582001,411.03299,6860800,-13.9668837,-8.871148936,-5.095734765
171,9/19/2000,409.321991,425.127991,408.221008,425.127991,8128700,-15.37137739,-9.55538351,-5.815993881
172,9/20/2000,425.371002,428.45401,418.550995,419.35199,7741200,-16.81246542,-10.31928687,-6.493178555
173,9/21/2000,419.115997,420.149994,415.25,417.678009,3846700,-18.10823096,-11.13917572,-6.969055241
174,9/22/2000,417.39801,417.39801,405.20401,406.915009,4958800,-19.65557289,-12.03563858,-7.619934307
175,9/25/2000,407.233002,415.144989,407.233002,410.89801,3055100,-20.79773269,-12.95796428,-7.839768409
176,9/26/2000,410.548004,411.854004,408.416992,411.854004,2314200,-21.70567748,-13.87877619,-7.826901284
177,9/27/2000,411.821014,411.821014,406.795013,410.131012,1962700,-22.5167598,-14.78803762,-7.728722177
178,9/28/2000,410.131012,415.52301,407.709015,415.52301,5072300,-22.93893387,-15.6460267,-7.292907167
179,9/29/2000,417.328003,423.687988,417.328003,421.335999,4651600,-22.99774675,-16.41989197,-6.577854777
180,10/2/2000,421.160004,432.239014,421.072998,432.239014,3486700,-22.51957896,-17.06196429,-5.457614673
181,10/3/2000,432.263,432.497009,425.382996,427.710999,4589700,-22.21965421,-17.60487901,-4.614775194
182,10/4/2000,427.639008,427.639008,415.769012,418.829987,5404100,-22.26240615,-18.09514503,-4.167261123
183,10/5/2000,418.865997,425.846985,418.783997,423.895996,5792500,-22.01893589,-18.50817564,-3.510760242
184,10/6/2000,423.920013,424.109009,421.020996,421.996002,4652400,-21.81722517,-18.85649665,-2.960728523
185,10/9/2000,420.520996,420.520996,413.238007,415.364014,3102600,-21.85308612,-19.17192712,-2.681159001
186,10/10/2000,415.218994,415.218994,410.192993,412.915009,3387000,-21.92236674,-19.46144708,-2.460919665
187,10/11/2000,412.177002,413.917999,409.252991,412.329987,3614900,-21.94224443,-19.72258364,-2.219660791
188,10/12/2000,411.970001,414.27301,408.024994,408.424011,4921700,-22.05868384,-19.96848893,-2.090194909
189,10/13/2000,406.071014,408.200012,400.569,408.200012,3380100,-22.10464053,-20.19334699,-1.911293545
190,10/16/2000,408.747009,415.112,408.747009,411.75,14998400,-21.928557,-20.37600068,-1.552556326
191,10/17/2000,412.127014,420.657013,412.127014,417.438995,10139100,-21.46603328,-20.49074095,-0.97529233
192,10/18/2000,418.026001,420.868011,416.109985,416.947998,6858200,-21.01251733,-20.54566478,-0.466852555
193,10/19/2000,416.980988,422.733002,413.640991,422.733002,5531800,-20.30309507,-20.52013113,0.217036054
194,10/20/2000,426.996002,430.855011,419,420.330994,5082700,-19.71528206,-20.43541017,0.720128115
195,10/23/2000,420.817993,424.003998,415.717987,417.450989,2747000,-19.25710431,-20.31137798,1.054273666
196,10/24/2000,417.07901,419.790009,416.46701,418.640991,2147700,-18.74305825,-20.14629169,1.403233438
197,10/26/2000,418.199005,418.199005,411.770996,414.160004,1793700,-18.4207843,-19.96465933,1.543875034
198,10/27/2000,414.160004,414.39801,409.897003,411.842987,4399500,-18.17779748,-19.77656861,1.598771129
199,10/30/2000,411.787994,411.787994,401.687012,404.11499,4043200,-18.23442624,-19.61423783,1.379811594
200,10/31/2000,403.63501,405.346985,399.072998,405.346985,4338100,-18.17744217,-19.46299619,1.285554013
201,11/1/2000,406.894989,411.252014,406.894989,409.362,3515000,-17.90242865,-19.29872592,1.396297271
202,11/2/2000,409.346985,409.346985,405.566986,407.960999,2388700,-17.6641309,-19.12666329,1.46253239
203,11/3/2000,409.098999,410.173004,406.90799,409.834015,1804200,-17.32068283,-18.93656008,1.615877248
204,11/6/2000,409.95401,416.256012,409.95401,415.266998,2076200,-16.73472483,-18.70478795,1.970063122
205,11/7/2000,415.410004,421.03299,415.410004,421.03299,3905400,-15.92177147,-18.41183884,2.490067372
206,11/8/2000,420.953003,428.313995,418.144989,426.075989,5890100,-14.94087388,-18.04647411,3.105600233
207,11/9/2000,425.540009,428.035004,419.26001,421.471985,3967700,-14.22198169,-17.64389596,3.421914272
208,11/10/2000,421.57901,426.970001,420.332001,426.970001,2905200,-13.31025538,-17.18772327,3.877467888
209,11/13/2000,426.838013,426.838013,421.786011,423.664001,2888600,-12.60266294,-16.70508534,4.102422399
210,11/14/2000,423.687012,427.268005,420.380005,425.609985,4333100,-11.85595223,-16.19465028,4.338698042
211,11/15/2000,426.57901,428.565002,417.46701,418.718994,4101800,-11.45035225,-15.69525048,4.24489823
212,11/16/2000,418.682007,419.946014,416.343994,416.980988,3360400,-11.13016973,-15.21471567,4.084545941
213,11/17/2000,417.042999,421.143005,417.042999,421.143005,3214600,-10.63721295,-14.73287328,4.095660331
214,11/20/2000,421.118011,426.937012,421.071991,426.292999,4988400,-9.951034213,-14.2295218,4.278487583
215,11/21/2000,426.285004,428.082001,423.856995,425.515991,3619600,-9.346370559,-13.71550588,4.369135317
216,11/22/2000,425.395996,434.084991,425.395996,431.701996,5323500,-8.521410386,-13.16875898,4.647348596
217,11/23/2000,431.790009,435.70401,429.569,433.548004,4863100,-7.687342181,-12.59176774,4.90442556
218,11/24/2000,433.492004,436.121002,431.834991,434.210999,3159100,-6.89772777,-11.99239511,5.094667341
219,11/27/2000,434.296997,435.588989,428.10199,431.23999,2337000,-6.303439385,-11.39355767,5.090118282
220,11/28/2000,430.040985,430.040985,424.475006,426.942993,2043200,-5.939905648,-10.81948903,4.879583385
221,11/29/2000,426.355011,426.355011,422.179993,425.302002,1800300,-5.669498705,-10.27738479,4.607886083
222,11/30/2000,425.302002,429.213989,424.230011,429.213989,3671500,-5.247659753,-9.747940048,4.500280295
223,12/1/2000,428.27301,428.59201,426.053986,427.552002,3000900,-4.92861337,-9.240642503,4.312029133
224,12/4/2000,427.59201,431.138,427.59201,429.903992,3401900,-4.531883331,-8.744983642,4.213100311
225,12/5/2000,429.660004,431.434998,428.429993,431.434998,4679100,-4.102277139,-8.256277695,4.154000555
226,12/6/2000,433.931,435.292999,431.756989,433.721985,4017400,-3.612912276,-7.767502387,4.154590111
227,12/7/2000,432.785004,435.641998,430.772003,435.641998,6859600,-3.087631248,-7.274884373,4.187253125
228,12/8/2000,436.11499,438.59201,429.747986,431.808014,2402700,-2.775327802,-6.801246839,4.025919037
229,12/11/2000,432.164001,432.164001,419.520996,421.472992,4599300,-2.927273446,-6.393460166,3.46618672
230,12/12/2000,421.917999,423.748993,412.65799,415.177002,2827300,-3.319045964,-6.069837618,2.750791655
231,12/13/2000,415.243011,420.437988,414.578003,420.437988,2584900,-3.433504654,-5.792328885,2.358824232
232,12/14/2000,420.190002,423.662994,416.216003,419.196014,3524400,-3.576958668,-5.55913202,1.982173353
233,12/15/2000,418.178009,423.68399,417.002014,423.68399,3913500,-3.503477209,-5.342747303,1.839270094
234,12/18/2000,423.779999,424.731995,416.078003,418.553009,2856000,-3.644705343,-5.164006044,1.519300702
235,12/19/2000,418.571991,420.445007,416.634003,418.78299,2457400,-3.749009375,-5.015059027,1.266049652
236,12/20/2000,418.893005,420.537994,412.037994,414.869995,2310200,-3.995409611,-4.907727509,0.912317898
237,12/21/2000,414.528015,415.178986,410.938995,415.102997,2059800,-4.19163431,-4.832349278,0.640714968
238,12/22/2000,414.317993,418.815002,412.532013,416.321014,2050800,-4.301216259,-4.776440539,0.47522428
239,1/2/2001,415.372009,415.372009,407.596985,410.204987,843700,-4.643731182,-4.762471133,0.118739951
240,1/3/2001,409.601013,409.601013,402.381989,405.82901,1825000,-5.117881969,-4.7998828,-0.317999169
241,1/4/2001,407.269989,409.957001,405.270996,409.826996,3289300,-5.353217915,-4.858128601,-0.495089314
242,1/5/2001,410.899994,418.820007,410.899994,418.820007,6210600,-5.1653142,-4.890463928,-0.274850272
243,1/8/2001,418.747986,418.747986,413.153015,415.765991,3666200,-5.112448224,-4.913830696,-0.198617528
244,1/9/2001,415.765991,418.973999,412.959015,415.27301,4371400,-5.07104849,-4.930379937,-0.140668553
245,1/10/2001,415.325989,418.229004,414.59201,417.519012,4218000,-4.924163815,-4.929725608,0.005561793
246,1/11/2001,416.944,416.944,408.083008,410.381012,2815800,-5.080945417,-4.945643483,-0.135301934
247,1/12/2001,409.782013,411.183014,404.731995,407.36499,6231700,-5.331872412,-4.98629916,-0.345573252
248,1/15/2001,407.686005,412.806,407.686005,411.976013,5463000,-5.343036629,-5.023850472,-0.319186157
249,1/16/2001,411.976013,415.210999,411.976013,415.088989,9510200,-5.205222911,-5.042942308,-0.162280603
250,1/17/2001,415.841003,418.397003,410.401001,414.665009,3875800,-5.085424041,-5.047414069,-0.038009972
251,1/18/2001,416.03299,417.588989,414.122009,416.345001,8992000,-4.893012477,-5.03116127,0.138148793
252,1/19/2001,416.402008,416.402008,409.097992,411.558014,4991800,-4.91022037,-5.018430649,0.108210279
253,1/22/2001,412.59201,417.90799,412.59201,417.90799,3624200,-4.642254574,-4.978833167,0.336578594
254,1/23/2001,415.678009,416.583008,413.657013,415.743011,2837000,-4.482515651,-4.926589218,0.444073568
255,1/24/2001,415.546997,416.96701,413.86499,416.96701,1379100,-4.275838094,-4.8580891,0.582251006
256,1/25/2001,416.997986,418.286987,415.539001,417.130005,3101300,-4.073072926,-4.775455818,0.702382892
257,1/26/2001,417.130005,417.130005,414.697998,416.787994,5595700,-3.895727102,-4.682852796,0.787125694
258,1/29/2001,416.001007,416.001007,408.501007,413.052002,10312000,-3.884863699,-4.598853943,0.713990244
259,1/30/2001,413.052002,416.325012,413.052002,416.325012,3895900,-3.725187634,-4.506889069,0.781701434
260,1/31/2001,416.850006,425.614014,416.182007,425.614014,9848600,-3.179991494,-4.36721564,1.187224146
261,2/1/2001,426.265991,430.894989,422.303009,430.580994,7425200,-2.477813441,-4.168331198,1.690517757
262,2/2/2001,431.093994,454.298004,430.661011,451.979004,16324700,-0.944338219,-3.828963516,2.884625297
263,2/5/2001,461.134003,469.812012,456.334991,458.951996,15298400,0.710779773,-3.351095801,4.061875574
264,2/6/2001,456.64801,456.64801,447.700989,450.109985,8980600,1.800181788,-2.808856055,4.609037843
265,2/7/2001,449.382996,449.382996,438.673004,444.333008,6750500,2.515017354,-2.248448328,4.763465682
266,2/8/2001,444.156006,445.45401,438.122009,440.776001,6652700,2.989922756,-1.697040845,4.686963601
267,2/9/2001,440.645996,440.645996,422.894989,427.914001,5066900,2.857720752,-1.217592256,4.075313008
268,2/12/2001,427.914001,427.914001,421.437012,424.464996,3611400,2.586288214,-0.817183785,3.403472
269,2/13/2001,424.464996,428.617004,424.277008,426.171997,6070300,2.410330883,-0.477445399,2.887776282
270,2/14/2001,425.489014,425.489014,420.807007,423.213989,1684000,2.122264678,-0.203791707,2.326056385
271,2/15/2001,427.699005,441.02301,427.699005,440.222992,9789400,2.579708792,0.089208345,2.490500446
272,2/16/2001,439.187012,439.484985,430.812988,432.07901,4848800,2.632690013,0.356943258,2.275746755
273,2/19/2001,430.540985,436.946014,429.94101,435.139008,3451500,2.800973863,0.614209637,2.186764226
274,2/20/2001,435.338989,436.312988,431.800995,433.681,3617400,2.879875457,0.852700776,2.027174681
275,2/21/2001,434.178009,442.515991,434.178009,439.903015,4996800,3.203999916,1.100205949,2.103793967
276,2/22/2001,440.424988,440.424988,435.699005,437.029999,2850200,3.359843761,1.338062561,2.0217812
277,2/23/2001,436.013,439.106995,434.957001,438.645996,4208800,3.555965487,1.571526027,1.98443946
278,2/26/2001,438.171997,438.171997,429.661987,432.149994,2356300,3.444305722,1.768660731,1.67564499
279,2/27/2001,432.149994,435.134003,429.678986,433.308014,3115900,3.384000055,1.93869645,1.445303606
280,2/28/2001,432.678009,432.678009,426.157013,428.303009,3128900,3.108864337,2.061872017,1.04699232
281,3/1/2001,426.644989,426.644989,422.40799,424.029999,3279300,2.675310968,2.126444538,0.54886643
282,3/2/2001,423.596008,429.303009,423.304993,426.127014,3459900,2.37204568,2.15229729,0.21974839
283,3/6/2001,425.856995,431.518005,425.856995,431.518005,3102200,2.324254835,2.170398084,0.153856751
284,3/7/2001,431.734985,435.375,429,430.549988,3252300,2.234017376,2.177094851,0.056922525
285,3/8/2001,430.549988,432.964996,426.763,428.036011,1967400,2.04113638,2.162783433,-0.121647054
286,3/9/2001,427.906006,427.906006,412.744995,414.105988,4469600,1.275479593,2.069383029,-0.793903436
287,3/12/2001,411.877014,411.877014,391.196991,396.610992,6180600,-0.145605014,1.836226393,-1.981831407
288,3/13/2001,391.885986,392.773987,383.648987,385.906006,7334400,-1.855664668,1.447606281,-3.303270949
289,3/14/2001,387.690002,394.899994,387.690002,389.192993,4154100,-3.225027719,0.955750071,-4.18077779
290,3/15/2001,386.14801,386.924988,381.516998,386.863007,4827400,-4.526040522,0.378719482,-4.904760004
291,3/16/2001,387.591003,388.237,378.425995,380.515015,5167300,-5.932434037,-0.285612467,-5.64682157
292,3/19/2001,378.806,378.806,364.686005,367.141998,4749300,-7.724780309,-1.068682766,-6.656097542
293,3/20/2001,367.141998,367.886993,358.205994,360.449005,6302600,-9.571067601,-1.963670644,-7.607396958
294,3/21/2001,359.399994,369.075012,352.67099,369.075012,11898900,-10.81208974,-2.89508318,-7.917006559
295,3/22/2001,366.653015,367.708008,360.807007,363.182007,19105700,-12.12716814,-3.866881597,-8.260286547
296,3/23/2001,362.050995,371.471985,362.050995,371.471985,12217200,-12.90440553,-4.818199906,-8.08620562
297,3/27/2001,371.600006,376.621002,367.674011,369.303009,6796500,-13.64519381,-5.747357159,-7.897836655
298,3/28/2001,369.248993,375.179993,368.98999,375.179993,8288800,-14.01142233,-6.617258756,-7.394163573
299,3/29/2001,374.233002,381.77301,372.306,381.77301,5994300,-14.01469132,-7.395935868,-6.618755448
300,3/30/2001,383.876007,387.889008,379.68399,381.049988,4624900,-14.0058347,-8.091714692,-5.914120011
301,4/2/2001,381.04599,381.263,374.369995,375.032013,5068000,-14.21005693,-8.735750718,-5.474306215
302,4/3/2001,374.056,374.056,369.747986,372.653015,6540000,-14.44849945,-9.33709269,-5.111406761
303,4/4/2001,371.308014,371.308014,365.026001,367.40799,5560100,-14.83764698,-9.916098404,-4.921548574
304,4/5/2001,367.350006,368.921997,361.312988,362.467987,7787600,-15.34614481,-10.48768224,-4.858462577
305,4/6/2001,364.062988,367.549011,363.532013,364.342987,4124700,-15.67073604,-11.03326685,-4.637469196
306,4/9/2001,363.315002,364.738007,361.221008,362.276001,4898200,-15.99814267,-11.55588536,-4.442257319
307,4/10/2001,362.290009,369.332001,362.290009,369.196991,6086800,-15.94718416,-12.01812734,-3.929056824
308,4/11/2001,371.596985,373.845001,364.96701,367.156006,4239300,-15.94018951,-12.43097598,-3.509213521
309,4/12/2001,367.688995,368.854004,364.609985,365.983002,2594800,-15.93545195,-12.79986819,-3.135583758
310,4/16/2001,365.821991,365.821991,361.588989,363.210999,2994900,-16.0003072,-13.13675651,-2.863550692
311,4/17/2001,363.566986,363.566986,358.115997,360.036987,4705200,-16.14356656,-13.45326283,-2.690303731
312,4/18/2001,360.157013,360.699005,354.203003,356.230011,3732600,-16.38255495,-13.76160937,-2.620945583
313,4/19/2001,357.286011,359.977997,345.518005,349.308014,5037600,-16.83722287,-14.08535816,-2.751864714
314,4/20/2001,348.377991,348.377991,338.178986,342.858002,5864700,-17.46150759,-14.44074231,-3.020765282
315,4/23/2001,342.322998,346.407013,340.154999,346.407013,5379800,-17.81146633,-14.79555536,-3.015910966
316,4/24/2001,346.626007,348.098999,345.313995,348.098999,4739800,-17.99599804,-15.13244407,-2.863553975
317,4/25/2001,348.110992,353.735992,348.110992,353.181,7304700,-17.89024684,-15.4227391,-2.46750774
318,4/26/2001,352.423004,352.423004,349.306,351.335999,3699500,-17.8205962,-15.67514511,-2.14545109
319,4/27/2001,350.31601,351.786011,345.572998,351.562012,5261300,-17.69558539,-15.88782303,-1.807762362
320,4/30/2001,351.63501,358.231995,350.175995,358.231995,4904800,-17.24959365,-16.03116731,-1.218426343
321,5/1/2001,359.402008,365.789001,357.809998,362.227997,10001700,-16.63380286,-16.09460263,-0.539200228
322,5/2/2001,362.790985,366.39801,361.662994,362.721985,5127600,-16.01756049,-16.08649293,0.068932443
323,5/3/2001,362.760986,373.726013,362.283997,371.938995,7538800,-15.03410758,-15.97571552,0.941607946
324,5/4/2001,371.989014,377.196014,370.708008,375.558014,6771500,-13.96513267,-15.76407522,1.798942554
325,5/8/2001,375.854004,377.459015,371.11499,372.973999,4880800,-13.08583964,-15.48215569,2.396316045
326,5/9/2001,372.127014,372.127014,367.015991,372.110992,3160500,-12.30438629,-15.14765365,2.843267352
327,5/10/2001,372.178009,374.050995,367.428009,369.03299,5611800,-11.70552274,-14.78532408,3.079801338
328,5/11/2001,368.710999,370.359009,366.740997,370.359009,6084100,-11.08397851,-14.39570875,3.311730245
329,5/14/2001,370.432007,370.919006,367.859009,368.282013,3510100,-10.58805736,-13.99490334,3.406845982
