Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
765243302509707264,"""Hillary Clinton. She’s always been there. That’s her life story. And let's state the obvious—that is not Donald Trump’s story."" -VP",Joe Biden,JoeBiden,Mon Aug 15 17:46:35 +0000 2016,621,216,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
765243766299062272,"""[Trump] is trying to tell us he cares about the middle class? Give me a break... That's such a bunch of malarkey!"" -VP Biden",Joe Biden,JoeBiden,Mon Aug 15 17:48:26 +0000 2016,1105,458,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
765244243006849024,"""On every issue that matters most to our security, Donald Trump has no clue what it takes to lead this great country."" -VP Biden",Joe Biden,JoeBiden,Mon Aug 15 17:50:19 +0000 2016,985,457,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
765245895587819520,"""Trump’s ideas are not only profoundly wrong. They’re very dangerous. They’re very un-American."" -VP Biden",Joe Biden,JoeBiden,Mon Aug 15 17:56:53 +0000 2016,1220,565,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
765247149919571968,"""It is never, never, never ever been a good bet to bet against the United States of America."" -VP Biden",Joe Biden,JoeBiden,Mon Aug 15 18:01:52 +0000 2016,3774,1285,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
765256439531237376,"Scranton, she has your back. Do you have hers? Visit https://t.co/tu6W6eS9xR to make sure you're ready to vote for Hillary in November. -Joe",Joe Biden,JoeBiden,Mon Aug 15 18:38:47 +0000 2016,643,249,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,0
765279979810721792,"We are America, and we're second to none. Together, let's elect @HillaryClinton the next President. https://t.co/F7K3fplY09",Joe Biden,JoeBiden,Mon Aug 15 20:12:20 +0000 2016,2400,890,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,0,0,1
768113386290831360,"Eight years ago today, and the progress we've made is remarkable. —Joe https://t.co/E54GhFlMq0 https://t.co/uTNNqr37ss",Joe Biden,JoeBiden,Tue Aug 23 15:51:16 +0000 2016,3218,1004,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,1,0,0
770327134686605313,Joe and Hillary went home to Scranton. Take a behind-the-scenes look at their visit: https://t.co/xdiqa0dbdP,Joe Biden,JoeBiden,Mon Aug 29 18:27:55 +0000 2016,4479,1607,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,0,0,0
771373671998980096,We're fighting for the middle-class workers who make America great. Follow along as VP Biden is back in Ohio today. https://t.co/lJUMetkav0,Joe Biden,JoeBiden,Thu Sep 01 15:46:29 +0000 2016,2881,859,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,0,0,0
771374432711573505,"""My biggest problem with Donald Trump... is the way he treats people."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 15:49:30 +0000 2016,1174,490,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771375165892620288,"""I know I would not be standing here today as Vice President without you all – without the American Labor movement."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 15:52:25 +0000 2016,600,168,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771377587016826884,"""The neighborhood you come from is where your character is etched. Where your values are set."" -VP Biden https://t.co/DQ99r0Od7e",Joe Biden,JoeBiden,Thu Sep 01 16:02:02 +0000 2016,2984,948,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,0,0,0
771378188450729984,"""[Trump] was born with a silver spoon in his mouth that he's now choking on because his foot's in his mouth along with the spoon."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 16:04:26 +0000 2016,16986,8066,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771379579701325824,"""This ain't your father's Oldsmobile. This ain't your father's Republican Party."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 16:09:57 +0000 2016,687,298,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771381556531396608,"""It's about the stuff we're made of. It's about our values... Hillary gets it in her gut. She gets it."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 16:17:49 +0000 2016,851,325,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771383288623669248,"""My name's Joe Biden, I'm for @HillaryClinton and @Ted_Strickland. And Donald Trump is dangerous."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 16:24:42 +0000 2016,1200,492,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,2
771401514032173056,"The Vice President is talking to you live from UAW Local 1714 in Warren, Ohio. Tune in now: https://t.co/7HFnJ3pr4v",Joe Biden,JoeBiden,Thu Sep 01 17:37:07 +0000 2016,278,79,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
771415108350271488,"When you give the American people a chance, they'll never let you down. Happy to be here in Ohio today. -Joe https://t.co/0P5mjivYHJ",Joe Biden,JoeBiden,Thu Sep 01 18:31:08 +0000 2016,776,231,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
771473158708789248,Great to spend the day with @JoeBiden at the @CanfieldFair today! #OhSen https://t.co/sIMCy79F76,Joe Biden,JoeBiden,Thu Sep 01 22:21:48 +0000 2016,0,119,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,1,2
771486902591643648,VP Biden is on his last stop of the day in Ohio. Watch him speak live from UAW Local 1005 right now: https://t.co/dMG56mjHhy,Joe Biden,JoeBiden,Thu Sep 01 23:16:25 +0000 2016,332,103,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
771488282127560706,"""My dad used to have an expression...don't tell me what you value. Show me your budget — I will tell you what you value."" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 23:21:54 +0000 2016,4747,2205,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771489750347812864,"""They said we'd never make more than 6 million cars a year again. We made 17 million last year!"" -VP Biden",Joe Biden,JoeBiden,Thu Sep 01 23:27:44 +0000 2016,1171,583,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
771497094905462785,"Folks, we've got to elect @HillaryClinton and take back the Senate. Let's roll up our sleeves and get to work. -Joe https://t.co/7MyhWs9sAc",Joe Biden,JoeBiden,Thu Sep 01 23:56:55 +0000 2016,8546,3320,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,0,0,1
773189010395127808,Fights for working people. Respects immigrants. Good taste in sunglasses. @timkaine is ready to be Vice President. https://t.co/vswV07WOZW,Joe Biden,JoeBiden,Tue Sep 06 15:59:59 +0000 2016,4829,1527,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,1
775720444922068992,Every woman in this country deserves to be free from harm and from fear. Proud to celebrate 22 years of the Violence Against Women Act. -Joe,Joe Biden,JoeBiden,Tue Sep 13 15:39:00 +0000 2016,9088,3293,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
775813079242305536,"On VAWA's 22nd anniversary, join VP Biden and recommit to fighting to end domestic violence: https://t.co/AMoKY0OkUQ https://t.co/PKjhVgaIG3",Joe Biden,JoeBiden,Tue Sep 13 21:47:06 +0000 2016,981,420,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,1,0,0
776084155390189570,Doughnuts &amp; volunteers help fuel this campaign. Happy to bring some treats &amp; say thanks in Charlotte this week. -Joe https://t.co/tRQ3nuh24Y,Joe Biden,JoeBiden,Wed Sep 14 15:44:16 +0000 2016,1720,281,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,Photo,0,0,0
780145468777066497,Take it from those who have been there - Trump is not ready for the responsibility of being president: https://t.co/MCmcwcOwju,Joe Biden,JoeBiden,Sun Sep 25 20:42:28 +0000 2016,12365,7304,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
780633271474335744,"Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc",Joe Biden,JoeBiden,Tue Sep 27 05:00:50 +0000 2016,29181,10040,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,1,1
780804225664188417,Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered #VoterRegistrationDay https://t.co/SAyxI29a6C,Joe Biden,JoeBiden,Tue Sep 27 16:20:08 +0000 2016,3900,1543,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,1,2,1
780825490244399111,VP Biden is back in Philadelphia and taking over @TheDemocrats' Instagram from the campaign trail. Follow along: https://t.co/Tjybk1cUg7 https://t.co/u8tjeXlHQq,Joe Biden,JoeBiden,Tue Sep 27 17:44:38 +0000 2016,1588,298,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Photo,1,0,1
783072947720351744,"Listen to Vice President Biden — go to https://t.co/Hy8C4mIL2M, register to vote, and make your voice count for @HillaryClinton. https://t.co/5NxqbgUSb8",Joe Biden,JoeBiden,Mon Oct 03 22:35:14 +0000 2016,1717,729,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,1,0,1
783467490684833793,One thing's clear: @TimKaine and Hillary have hardworking Americans' backs. The VP's office is in good hands. –Joe #VPDebate,Joe Biden,JoeBiden,Wed Oct 05 00:43:00 +0000 2016,10127,3373,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,1,1
784851147513270272,The words are demeaning. Such behavior is an abuse of power. It’s not lewd. It’s sexual assault. –Joe,Joe Biden,JoeBiden,Sat Oct 08 20:21:10 +0000 2016,39092,19542,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,0
786656815417266176,“Hillary is going to need a Democratic Senate.” –VP Biden campaigning with @CatherineForNV,Joe Biden,JoeBiden,Thu Oct 13 19:56:14 +0000 2016,1151,324,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,0,0,1
786659702469984258,“Wealthy people are good people… But one thing they don’t need is more tax breaks.” –VP Biden,Joe Biden,JoeBiden,Thu Oct 13 20:07:43 +0000 2016,1039,279,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,0,0
786660154674675712,“She will not back down. She will fight like hell for all of those things that affect people’s lives.” –VP Biden supporting @CatherineForNV,Joe Biden,JoeBiden,Thu Oct 13 20:09:30 +0000 2016,1334,325,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,0,1
786661716356653056,"""Please, please, please, up until the polls close, do everything you can.” –VP Biden

https://t.co/I7XFm9x7z2",Joe Biden,JoeBiden,Thu Oct 13 20:15:43 +0000 2016,872,334,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,0
786690521595015168,Let’s give Hillary a Senate she can work with. https://t.co/tk0KI3cGeE,Joe Biden,JoeBiden,Thu Oct 13 22:10:11 +0000 2016,3808,1606,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,0,0,0
786961019155386368,"When your advisers call folks who can't afford nannies ""the little people,"" it's clear you don't understand America. https://t.co/CgxS5qyxDH",Joe Biden,JoeBiden,Fri Oct 14 16:05:02 +0000 2016,1697,951,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
788486790395092992,Be one of the millions of Americans who vote before Election Day. Head to https://t.co/tu6W6eS9xR for more information. https://t.co/rVsdNYv6Vd,Joe Biden,JoeBiden,Tue Oct 18 21:07:54 +0000 2016,6869,2927,English,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,Video,1,0,0
789162438071492608,"“It’s really, really important that we elect @Maggie_Hassan.” –VP Biden

https://t.co/kApFio7VTD",Joe Biden,JoeBiden,Thu Oct 20 17:52:41 +0000 2016,420,167,English,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,1
