,Unnamed: 0,Unnamed: 0.1,player_name,team_abbreviation,age,player_height,player_weight,draft_year,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,Season_year
137,6363,6363,Jawad Williams,CLE,28.0,205.74,102.0582,Undrafted,26,4.0,1.8,0.8,-12.5,0.02,0.139,0.17,0.396,0.09300000000000001,2010-11,2010
138,6364,6364,Jerry Stackhouse,MIA,36.0,198.12,98.88305600000001,1995,7,1.7,1.0,0.4,-4.4,0.02,0.15,0.161,0.39799999999999996,0.1,2010-11,2010
139,6365,6365,Joakim Noah,CHI,26.0,210.82,105.23334399999999,2007,48,11.7,10.4,2.2,5.8,0.13699999999999998,0.22699999999999998,0.165,0.579,0.105,2010-11,2010
140,6366,6366,Jodie Meeks,PHI,23.0,193.04,94.34713599999999,2009,74,10.5,2.3,1.1,2.0,0.012,0.085,0.157,0.6,0.055999999999999994,2010-11,2010
141,6367,6367,Joe Johnson,ATL,30.0,200.66,108.86208,2001,72,18.2,4.0,4.7,0.6,0.027999999999999997,0.10800000000000001,0.264,0.517,0.23,2010-11,2010
142,6368,6368,Joe Smith,LAL,35.0,208.28,102.0582,1995,16,0.5,1.3,0.3,-2.7,0.051,0.257,0.139,0.237,0.09300000000000001,2010-11,2010
143,6369,6369,Joel Anthony,MIA,28.0,205.74,111.13004,Undrafted,75,2.0,3.5,0.3,7.8,0.091,0.11900000000000001,0.055,0.583,0.024,2010-11,2010
144,6370,6370,Joel Przybilla,CHA,31.0,215.9,111.13004,2000,36,1.8,4.0,0.4,-8.1,0.087,0.24600000000000002,0.078,0.573,0.038,2010-11,2010
145,6371,6371,Joey Dorsey,TOR,27.0,203.2,121.562656,2008,43,3.1,4.4,0.6,-2.0,0.165,0.266,0.141,0.529,0.078,2010-11,2010
146,6372,6372,Joey Graham,CLE,29.0,200.66,104.32616,2005,39,5.2,2.2,0.5,-9.4,0.017,0.153,0.175,0.518,0.054000000000000006,2010-11,2010
147,6373,6373,Jerryd Bayless,TOR,22.0,190.5,90.7184,2008,71,9.2,2.3,3.7,-8.9,0.02,0.11,0.22399999999999998,0.536,0.294,2010-11,2010
148,6374,6374,John Lucas III,CHI,28.0,180.34,74.84268,Undrafted,2,1.0,0.0,0.5,-19.1,0.0,0.0,0.179,0.258,0.16699999999999998,2010-11,2010
