16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec
1201.67,1217.35,1188.21,1147.51,1171.51,1170.5,1144.09,1111.68,1107.49,1125.28,1161.64,1182.28,1185.1,1144.92,1134.77,1132.73,1125.28,1130.04,1134.4,1130.79,1131.59,1131.57,1105.04,1085.78,1066.7,1079.58,1071.89,1067.76,1076.39,1092.8,1122.8,1121.15,1120.6,1130.81,1128.58,1122.9,1122,1122.45,1130.72,1140.95,1183.29,1175.62,1175.31,1208.98,1197.55,1184.13,1167.45,1175.84
